doc_id,sentence_id,sentence_text,sentence_category,verbatim_label,verbatim_labels,annotator_count,annotators,source_annotation_count,alignment_type,source_html,source_annotation_file
DB_1,DB_1_S63,Lead411 collects Personal Data when you voluntarily submit it to us.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S64,"For example, we ask for certain Personal Data when you register for a Lead411 account, edit your profile data, sign up to receive promotional communications, subscribe to our blog, submit a request to our customer service team, interact with our social media pages, or otherwise interact with us or other Users through the Services.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S66,Information Automatically Collected.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S67,"In addition to Personal Data that we may receive directly from you, Lead411 indirectly collects other information from you automatically through the Services.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S68,"For example, we receive Personal Data from Users when a User visits and navigates our Services on any device.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S69,"We may also collect Personal Data about Users over time and across different websites, apps, and devices when a User accesses the Services.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S70,Third parties also collect Personal Data this way on our Services.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S71,Lead411 collects some Personal Data automatically using Cookies or other online tracking technologies as described in our Cookies Policy.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S73,Information We May Receive from Third Parties.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S74,We may receive information about you from third parties.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S75,"For example, if you access our Services through a third-party connection or log-in.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S76,"You should always review, and if necessary, adjust your privacy settings on third-party websites and services before linking or connecting them to the Lead411 Service.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S77,You may also unlink your third-party account from the Service by adjusting your settings on the third-party service.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S78,"In addition, we may receive Personal Data from our business partners, social media sites, or companies that provide Personal Data to supplement what we already know about Users.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S79,We may merge or combine such Personal Data with the Personal Data we collect from you directly or automatically.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S81,Information from Other Sources.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S82,We may also obtain Personal Data from publicly available information and when Users voluntarily provide data about other companies and other people.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S83,Additional we may license data from other data providers which may contain Personal Data.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S102,Lead411’s primary purpose in collecting Personal Data is to monitor and improve the Services that you request.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,6,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S103,"Lead411 may also use Personal Data for various purposes, including without limitation to:",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,6,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S104,remember information so that you will not have to re-enter it during your visit or the next time you visit the Site.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S105,"provide custom, personalized content, and information.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S106,provide and monitor the effectiveness of our Services.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S107,"monitor aggregate metrics such as total number of visitors, traffic, and demographic patterns.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S108,diagnose or fix technology problems.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S109,help you efficiently access your information after you sign in.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S110,provide advertising to your browser or device.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S111,automatically update the Lead411 Service on your mobile devices.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S112,enable third-parties to provide products and/or services to you and tailor your experience.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S113,communicate with you directly.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S114,"send you emails containing newsletters, promotions, and special offers.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S115,"send you Service-related emails (e.g., account verification, purchase and billing confirmations and reminders, changes/updates to features of the Service, technical and security notices).",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S116,enhance the operation of the Services.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S117,improve our marketing and promotional efforts.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S118,analyze your use of the Services.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S119,resolve disputes and accomplish administrative tasks.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S120,"enforce our agreements with you, including our Terms and this Privacy Policy.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S121,comply with applicable law and cooperate with law enforcement activities.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S123,protect your vital interests or the vital interests of another natural person.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Others,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S128,"We may buy or sell/divest/transfer the company (including any shares in the company), or any combination of its Services, assets, or businesses.",multi_label,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,4,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S129,"Your Personal Data such as customer names and email addresses, User content and other user information related to the Service may be among the items sold or otherwise transferred in these types of transactions.",multi_label,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,4,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S130,"We may also sell, assign, or otherwise transfer such Personal Data in the course of corporate divestitures, mergers, acquisitions, bankruptcies, dissolutions, reorganizations, liquidations, or similar transactions or proceedings involving all or a portion of Lead411.",multi_label,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,4,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S137,We participate in behavioral-based advertising.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S138,"This means that a third party may use technology (e.g., a cookie) to collect information about your use of our Services so that we can provide advertising about products and services tailored to your interest.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S139,"That advertising may appear either on our Services, or on other websites.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Others,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S146,"The Services may offer you the ability to share your Personal Data through a social networking website (e.g., Facebook, Twitter), using such site’s integrated tools (e.g., Facebook “Like” button, or Twitter “Tweet” button).",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S147,"The use of such integrated tools enables you to share Personal Data about yourself with other individuals or the public, depending on the settings that you have established with such social networking site.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S162,"Lead411 may transfer information that we collect about you, including Personal Data, to affiliated entities, or to other third parties across borders and from your country or jurisdiction to other countries or jurisdictions around the world.",multi_label,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Others,2,ra1;ra2,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S185,"If our Services does not permit you to update or correct certain Personal Data, please contact us as described below.",multi_label,MULTI_LABEL,Description of Right to Correct Information;Methods to exercise rights,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S190,"You may, however, request that we delete your Personal Data by contacting us as described below.",multi_label,MULTI_LABEL,Description of Right to Delete;Methods to exercise rights,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S198,"Please refer to your mobile device or browser’s technical information for instructions on how to delete and disable cookies, and other tracking/recording tools.",multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S199,"Depending on your type of device, it may not be possible to delete or disable tracking mechanisms on your mobile device.",multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S200,"Note that disabling cookies or other tracking tools prevents Lead411 or its business partners from tracking your browser’s activities in relation to the Services, and for use in targeted advertising activities by third parties.",multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S201,"However, doing so may disable many of the features available through the Service.",multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S202,"If you have any questions about opting out of the collection of cookies and other tracking/recording tools, you can contact us as described below.",multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S204,Opting Out of Our Database.,multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S205,"You can opt out of our database at any time by submitting the following form: https://www.lead411.com/removeinforequest/. Please note, you may not, however, opt out of any Service-related transactional communications (e.g., account verification, purchase and billing confirmations and reminders, changes/updates to features of the Service, technical and security notices).",multi_label,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,2,ra1;ra3,3,annotation_in_sentence;partial_overlap,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S209,Specifically Nextroll partners collect info about your activity on our site(s) to enable us to:,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra1;ra3,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S278,Shine the Light.,multi_label,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S279,"Under California Civil Code 1798.83, Users who are California residents may request and obtain from us, once a year and free of charge, information about categories of Personal Data (if any) we disclosed to third parties for direct marketing purposes and the names and addresses of all third parties with which we shared Personal Data in the immediately preceding calendar year.",multi_label,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S280,"If you are a California resident and would like to make such a request, please submit your request in writing to us using the contact information provided below.",multi_label,MULTI_LABEL,Description of Right to Know PI Collected;Methods to exercise rights,2,ra1;ra2,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S285,"In addition, the CCPA provides you the right to access and delete Personal Data for California residents.",multi_label,MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Opt-out of sale of PI,3,ra1;ra2;ra3,4,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S289,Lead411 must disclose whether the following categories of Personal Data are disclosed for a “business purpose” or “valuable consideration” as those terms are defined under California law.,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,5,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S290,"Note that while a category below may be marked, that does not necessarily mean that we have Personal Data in that category about you.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra2;ra3,4,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S291,"In the preceding twelve months, we have disclosed the following categories of Personal Data in the manner described.",multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra2;ra3,4,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S292,Category  Information is Disclosed for a Business Purpose  Information is Disclosed for Valuable Consideration,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra2;ra3,4,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S296,Account Data,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,7,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S299,Profile Data,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,13,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S302,Transaction Data,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,7,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S305,Correspondence Data,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,7,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S308,Network Information,multi_label,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra1;ra2;ra3,7,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S340,CONTACTING US,multi_label,MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Methods to exercise rights;Others,3,ra1;ra2;ra3,10,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S342,Lead411 Corporation,multi_label,MULTI_LABEL,Methods to exercise rights;Updated Privacy Policy,2,ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
