doc_id,sentence_id,sentence_text,verbatim_label,verbatim_labels,annotator_count,annotators,source_annotation_count,alignment_type,source_html,source_annotation_file
DB_103,DB_103_S63,Providing a report to a client on the number of its advertisements that were clicked.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/103.html,C3PA_Dataset/Annotations/DB/103.csv
DB_103,DB_103_S82,OPTING OUT OF INTEREST-BASED ADVERTISING,MULTI_LABEL,Categories of Personal Information Collected;Description of Right to Opt-out of sale of PI,2,ra4;ra5,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/103.html,C3PA_Dataset/Annotations/DB/103.csv
DB_103,DB_103_S97,"Where we process Personal Information, individuals are entitled to ask us for an overview of the Personal Information we have about them and also to access, correct or delete certain Personal Information.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Know PI Collected,1,ra3,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/103.html,C3PA_Dataset/Annotations/DB/103.csv
DB_103,DB_103_S161,You may submit a request to know via https://www.appscience.inc/do-not-sell-my-info.,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Methods to exercise rights,3,ra3;ra4;ra5,5,annotation_in_sentence,C3PA_Dataset/Htmls/DB/103.html,C3PA_Dataset/Annotations/DB/103.csv
DB_104,DB_104_S26,Third-party advertisers may collect information on visitors to our site.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra3;ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/104.html,C3PA_Dataset/Annotations/DB/104.csv
DB_105,DB_105_S205,"Attn: Paul Hong, COO",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete,1,ra2,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/105.html,C3PA_Dataset/Annotations/DB/105.csv
DB_106,DB_106_S205,"Attn: Paul Hong, COO",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete,1,ra2,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/106.html,C3PA_Dataset/Annotations/DB/106.csv
DB_107,DB_107_S560,The business or commercial purposes for collecting or selling Personal Information,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/107.html,C3PA_Dataset/Annotations/DB/107.csv
DB_107,DB_107_S561,How your personal data will be used by us,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/107.html,C3PA_Dataset/Annotations/DB/107.csv
DB_107,DB_107_S562,Categories of Personal Information shared or disclosed to third parties in the preceding 12 months and the categories of third parties with whom the information was disclosed or sold,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/107.html,C3PA_Dataset/Annotations/DB/107.csv
DB_107,DB_107_S565,"To request that we disclose what information we collect, use, disclose or sell about you (twice in a 12-month period)",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra1;ra2,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/107.html,C3PA_Dataset/Annotations/DB/107.csv
DB_107,DB_107_S566,To access the specific pieces of information we hold about you (twice in a 12-month period),MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra1;ra2,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/107.html,C3PA_Dataset/Annotations/DB/107.csv
DB_108,DB_108_S162,The categories of Personal Information that we disclosed about you for a business purpose.,MULTI_LABEL,Categories of Personal Information Collected;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,3,ra3;ra4;ra5,4,sentence_in_annotation,C3PA_Dataset/Htmls/DB/108.html,C3PA_Dataset/Annotations/DB/108.csv
DB_108,DB_108_S174,"To opt out of the sale or disclosure of your personal information, please visit Opt Out of the Disclosure of Your Personal Information and complete the necessary webform.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra3;ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/108.html,C3PA_Dataset/Annotations/DB/108.csv
DB_109,DB_109_S80,You may “opt out” of our marketing database by submitting an “opt out” request via our secure online webform.,MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,2,ra4;ra5,3,sentence_in_annotation,C3PA_Dataset/Htmls/DB/109.html,C3PA_Dataset/Annotations/DB/109.csv
DB_109,DB_109_S84,"If you would like to opt out of direct mail advertising in general, we recommend that you visit the DMA Choice website, at thedma.org.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/109.html,C3PA_Dataset/Annotations/DB/109.csv
DB_109,DB_109_S87,"If you wish to opt out of online targeted ads (sometimes referred to as “interest-based” or “personalized” advertising), you can also visit the opt-out portals operated by the industry groups the National Advertising Initiative (NAI) or the Digital Advertising Alliance (DAA), and you can learn more about how those opt-outs work on those linked web pages.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/109.html,C3PA_Dataset/Annotations/DB/109.csv
DB_109,DB_109_S295,"If you would like to opt out, you may do so as outlined on the following page: Do Not Sell My Personal Information",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra3,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/109.html,C3PA_Dataset/Annotations/DB/109.csv
DB_110,DB_110_S18,"PI includes, for instance, name, postal address, telephone number or email address.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_110,DB_110_S31,"We may use PI and Data Segments to help marketers and other data platforms perform “cross-channel” marketing – analyzing, locating and creating potential marketing “audiences” through multiple channels, e.g., web and mobile, or TV/radio.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_110,DB_110_S95,"When you visit our website, we (or a partner we work with) may place cookies to help us target or re-target marketing to you when you visit other websites or web or mobile applications – for instance, to tell you about our services, events and other information about our company.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra4;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_110,DB_110_S110,"If you would like to opt out of your PI being shared with third parties, please click here and fill out the form as directed.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,2,ra3;ra5,4,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_110,DB_110_S135,California Residents,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Description of Right to Opt-out of sale of PI,1,ra5,3,sentence_in_annotation,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_110,DB_110_S136,"If you are a California resident, the California Consumer Privacy Act (“CCPA”) provides you with specific rights regarding your PI, including: (i) the right to know what information we collect, disclose, and sell; (ii) the right to request deletion of your PI, subject to certain exceptions; and (iii) the right to opt out of the sale of your PI.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Description of Right to Opt-out of sale of PI,2,ra3;ra4,7,annotation_in_sentence,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_110,DB_110_S164,privacyteam@data-axle.com,MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Methods to exercise rights,2,ra4;ra5,4,sentence_in_annotation,C3PA_Dataset/Htmls/DB/110.html,C3PA_Dataset/Annotations/DB/110.csv
DB_111,DB_111_S67,"We do not sell, rent or trade, or share your business contact information with other companies for their own marketing purposes.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra2,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/111.html,C3PA_Dataset/Annotations/DB/111.csv
DB_113,DB_113_S56,"Whenever we store your information directly, we will provide you with access to that information upon request.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/113.html,C3PA_Dataset/Annotations/DB/113.csv
DB_113,DB_113_S57,"If that information is wrong, we strive to give you an easy way to update it or ask for it to be deleted.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/113.html,C3PA_Dataset/Annotations/DB/113.csv
DB_113,DB_113_S139,California Consumer Privacy Rights,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra5,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/113.html,C3PA_Dataset/Annotations/DB/113.csv
DB_113,DB_113_S140,"YOUR PRIVACY RIGHTS – California law permits California residents to request certain information regarding collection, uses, sharing of, and deletion of personal information internally and to third parties.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra3,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/113.html,C3PA_Dataset/Annotations/DB/113.csv
DB_113,DB_113_S141,"Under the CCPA, this is your ‘Right to Know’, ‘Right to Request Deletion’, ‘Right to Opt-Out of Sale’, and ‘Right to be Free from Discrimination’.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Non-discrimination on exercising rights;Description of Right to Opt-out of sale of PI,2,ra3;ra5,8,annotation_in_sentence,C3PA_Dataset/Htmls/DB/113.html,C3PA_Dataset/Annotations/DB/113.csv
DB_113,DB_113_S182,"To exercise the right to opt-out, you (or your authorized representative) may submit a request to us by visiting the following Internet Web page link: https://pushint.com/manage-my-data",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,3,ra3;ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/113.html,C3PA_Dataset/Annotations/DB/113.csv
DB_114,DB_114_S35,"We may use this information to administer and facilitate our services, your orders, and our marketing activities.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/114.html,C3PA_Dataset/Annotations/DB/114.csv
DB_115,DB_115_S115,"If you would like to opt out of your PI being shared with third parties, please click here and fill out the form as directed.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra1,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/115.html,C3PA_Dataset/Annotations/DB/115.csv
DB_115,DB_115_S141,"If you are a California resident, the California Consumer Privacy Act (“CCPA”) provides you with specific rights regarding your PI, including: (i) the right to know what information we collect, disclose, and sell; (ii) the right to request deletion of your PI, subject to certain exceptions; and (iii) the right to opt out of the sale of your PI.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Description of Right to Opt-out of sale of PI,2,ra1;ra3,8,annotation_in_sentence,C3PA_Dataset/Htmls/DB/115.html,C3PA_Dataset/Annotations/DB/115.csv
DB_116,DB_116_S142,"Once per calendar year, you may request that we disclose to you what “Personal Information” as defined in the California Consumer Privacy Act as amended by the California Privacy Rights Act (referred to in a consolidated way as “CPRA”) we collect, use, disclose and sell, and the specific Personal Information we have collected about you in the prior 12 months.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,3,ra1;ra2;ra3,6,annotation_in_sentence,C3PA_Dataset/Htmls/DB/116.html,C3PA_Dataset/Annotations/DB/116.csv
DB_116,DB_116_S143,"You have the right to request to know more details about the categories or specific pieces of Personal Information we collect (including how we use and disclose this Personal Information), to delete your Personal Information, to opt out of any “sales” (as defined in the CPRA) that may be occurring, and to not be discriminated against for exercising these rights.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Description of Right to Non-discrimination on exercising rights;Description of Right to Opt-out of sale of PI,3,ra1;ra2;ra3,14,annotation_in_sentence,C3PA_Dataset/Htmls/DB/116.html,C3PA_Dataset/Annotations/DB/116.csv
DB_116,DB_116_S145,Demandbase will not sell (as such term is defined in the CPRA) the Personal Information we collect under the CPRA without providing a right to opt out.,MULTI_LABEL,Categories of Personal Information Sold;Description of Right to Opt-out of sale of PI,2,ra1;ra2,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/116.html,C3PA_Dataset/Annotations/DB/116.csv
DB_117,DB_117_S13,"We use this Information to help us understand our Website activity, and to monitor and improve our Website.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/117.html,C3PA_Dataset/Annotations/DB/117.csv
DB_117,DB_117_S31,This location Information we receive from our partners may additionally be used to perform aggregated “attribution” analysis for DOOH campaigns.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/117.html,C3PA_Dataset/Annotations/DB/117.csv
DB_119,DB_119_S247,"Rather, this information is needed to (1) deliver the content of our website correctly, (2) optimize the content of our website as well as its advertisement, (3) ensure the long-term viability of our information technology systems and website technology, and (4) provide law enforcement authorities with the information necessary for criminal prosecution in case of a cyber-attack.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/119.html,C3PA_Dataset/Annotations/DB/119.csv
DB_119,DB_119_S251,Roq.ad processes received signals to generate cross-device graph.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra3,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/119.html,C3PA_Dataset/Annotations/DB/119.csv
DB_12,DB_12_S109,"The Company typically collects consumer data including, but not limited to name, address, city, state, zip, email, phone, web browsing activity, and modeled inferences.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,3,ra3;ra4;ra5,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/12.html,C3PA_Dataset/Annotations/DB/12.csv
DB_120,DB_120_S26,PRIVACY NOTICE,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,3,ra2;ra3;ra4,4,sentence_in_annotation,C3PA_Dataset/Htmls/DB/120.html,C3PA_Dataset/Annotations/DB/120.csv
DB_120,DB_120_S171,Access,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra2;ra4,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/120.html,C3PA_Dataset/Annotations/DB/120.csv
DB_120,DB_120_S182,Delete,MULTI_LABEL,Description of Right to Delete;Methods to exercise rights,3,ra2;ra3;ra4,12,sentence_in_annotation,C3PA_Dataset/Htmls/DB/120.html,C3PA_Dataset/Annotations/DB/120.csv
DB_120,DB_120_S338,Advertising,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/120.html,C3PA_Dataset/Annotations/DB/120.csv
DB_120,DB_120_S349,Analytics,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra2;ra4,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/120.html,C3PA_Dataset/Annotations/DB/120.csv
DB_120,DB_120_S432,Interest,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/120.html,C3PA_Dataset/Annotations/DB/120.csv
DB_121,DB_121_S27,"Inferences drawn to create a profile, such as predicted views on various issues, politics, and purchases.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/121.html,C3PA_Dataset/Annotations/DB/121.csv
DB_121,DB_121_S39,Assisting our clients to communicate with adult consumers and registered voters in more relevant and meaningful ways about the topics and issues that matter to them.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/121.html,C3PA_Dataset/Annotations/DB/121.csv
DB_122,DB_122_S66,Marketing: gender.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/122.html,C3PA_Dataset/Annotations/DB/122.csv
DB_122,DB_122_S87,Marketing: call recordings.,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,2,ra4;ra5,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/122.html,C3PA_Dataset/Annotations/DB/122.csv
DB_122,DB_122_S141,"Credit:  To create global business profiles, to enable portfolio monitoring and to send alerts on portfolio accounts of our Customers, and to create a portal that gathers credit application information, as part of the credit onboarding decisioning process of our Customers.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Sold,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/122.html,C3PA_Dataset/Annotations/DB/122.csv
DB_123,DB_123_S278,"HOW CAN YOU REVIEW, UPDATE, OR DELETE THE DATA WE COLLECT FROM YOU?",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra5,4,sentence_in_annotation,C3PA_Dataset/Htmls/DB/123.html,C3PA_Dataset/Annotations/DB/123.csv
DB_124,DB_124_S37,"We, our third party service providers, advertisers or our partners also may use cookies to help deliver, manage and measure the performance of advertisements displayed on or delivered by or through the Media Resource Group network of sites or other networks or sites.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed,1,ra4,2,sentence_in_annotation,C3PA_Dataset/Htmls/DB/124.html,C3PA_Dataset/Annotations/DB/124.csv
DB_125,DB_125_S67,Providing advertising.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra4,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/125.html,C3PA_Dataset/Annotations/DB/125.csv
DB_125,DB_125_S213,"If you are a California resident, you have the right to delete personal information we have about you and the right to know certain information about our data practices in the preceding 12 months.",MULTI_LABEL,Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra2;ra3,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/125.html,C3PA_Dataset/Annotations/DB/125.csv
DB_126,DB_126_S95,"Subject to applicable law, You may have the right to request access to, modification or correction of, or deletion of Your Personal Information, and information on how it has been used or disclosed.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra2,4,annotation_in_sentence,C3PA_Dataset/Htmls/DB/126.html,C3PA_Dataset/Annotations/DB/126.csv
DB_126,DB_126_S150,"Our Business Purposes – Our business purposes for (a) collecting and (b) sharing Personal Information, which are generally the same.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra1,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/126.html,C3PA_Dataset/Annotations/DB/126.csv
DB_127,DB_127_S22,"You have the right to know, correct or remove what specific personal information has been collected about you, the categories of sources from which the personal information has been collected, and the categories of third parties with whom your information is used, shared or sold.",MULTI_LABEL,Description of Right to Correct Information;Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra2;ra4,5,annotation_in_sentence,C3PA_Dataset/Htmls/DB/127.html,C3PA_Dataset/Annotations/DB/127.csv
DB_127,DB_127_S26,You have the right to request access to your personal information.,MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,2,ra2;ra3,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/127.html,C3PA_Dataset/Annotations/DB/127.csv
DB_129,DB_129_S624,"You have the “Right to Know” or the “Right to Access Information About Collection, Disclosure and Sale of your Personal Information” over the past 12 months.",MULTI_LABEL,Description of Right to Know PI Collected;Description of Right to Know PI sold / shared,1,ra2,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/129.html,C3PA_Dataset/Annotations/DB/129.csv
DB_13,DB_13_S60,We,MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold;Description of Right to Delete;Description of Right to Know PI Collected;Description of Right to Know PI sold / shared;Methods to exercise rights;Others,5,ra1;ra2;ra3;ra4;ra5,32,sentence_in_annotation,C3PA_Dataset/Htmls/DB/13.html,C3PA_Dataset/Annotations/DB/13.csv
DB_13,DB_13_S74,Identifiers of Contacts are sold and disclosed to Users.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra6,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/13.html,C3PA_Dataset/Annotations/DB/13.csv
DB_13,DB_13_S142,TThe business or commercial purpose for collecting or selling that California resident’s personal information.,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold;Description of Right to Know PI sold / shared,1,ra6,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/13.html,C3PA_Dataset/Annotations/DB/13.csv
DB_132,DB_132_S84,"If you would prefer not to accept cookies, most browsers will allow you to: (i) change your browser settings to notify you when you receive a cookie, which lets you choose whether or not to accept it; (ii) disable existing cookies; or (iii) set your browser to automatically reject cookies.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/132.html,C3PA_Dataset/Annotations/DB/132.csv
DB_132,DB_132_S99,"We will have access to certain information from those third parties in accordance with the authorization procedures determined by those third parties, which may include, for example, your name, username, email address, language preference, and profile picture.",MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/132.html,C3PA_Dataset/Annotations/DB/132.csv
DB_132,DB_132_S103,"When you interact with our Site through various social media, such as when you click on the social media icon on the Site, follow us on a social media Site, or post a comment to one of our pages, we may receive information from the social network such as your profile information, profile picture, gender, username, user ID associated with your social media account, age range, language, country, and any other information you permit the social network to share with third parties.",MULTI_LABEL,Categories of Personal Information Collected;Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra4;ra5,3,annotation_in_sentence;sentence_in_annotation,C3PA_Dataset/Htmls/DB/132.html,C3PA_Dataset/Annotations/DB/132.csv
DB_132,DB_132_S118,"For more information on how Google uses this data, go to www.google.com/policies/privacy/partners/. You may also download the Google Analytics opt-out browser add on, available at https://tools.google.com/dlpage/gaoptout.",MULTI_LABEL,Description of Right to Opt-out of sale of PI;Methods to exercise rights,1,ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/132.html,C3PA_Dataset/Annotations/DB/132.csv
DB_132,DB_132_S132,- to carry out our obligations and enforce our rights arising from any contracts entered into between you and us;-for our own business and commercial purposes;,MULTI_LABEL,Categories of Personal Information Shared / Disclosed;Categories of Personal Information Sold,2,ra3;ra5,2,annotation_in_sentence,C3PA_Dataset/Htmls/DB/132.html,C3PA_Dataset/Annotations/DB/132.csv
