doc_id,annotation_id,ranumb,annotation_original,c3pa_label,matched_sentences,source_csv
DB_100,116,ra4,Legal Purposes,Categories of Personal Information Shared / Disclosed,DB_100_S142;DB_100_S149;DB_100_S155;DB_100_S160;DB_100_S167,C3PA_Dataset/Annotations/DB/100.csv
DB_100,117,ra4,"Provide our Services, including Services we provide to clients",Categories of Personal Information Shared / Disclosed,DB_100_S138;DB_100_S152,C3PA_Dataset/Annotations/DB/100.csv
DB_100,118,ra4,"Provide our Services, including Services we provide to clients",Categories of Personal Information Sold,DB_100_S138;DB_100_S152,C3PA_Dataset/Annotations/DB/100.csv
DB_101,35,ra2,Searcher will n,Categories of Personal Information Collected,DB_101_S204;DB_101_S284,C3PA_Dataset/Annotations/DB/101.csv
DB_101,39,ra2,s pur,Categories of Personal Information Shared / Disclosed,DB_101_S57;DB_101_S58;DB_101_S93;DB_101_S145;DB_101_S183;DB_101_S206;DB_101_S207;DB_101_S211;DB_101_S215;DB_101_S216;DB_101_S234;DB_101_S235,C3PA_Dataset/Annotations/DB/101.csv
DB_101,40,ra2,gories of thir,Categories of Personal Information Shared / Disclosed,DB_101_S211;DB_101_S232,C3PA_Dataset/Annotations/DB/101.csv
DB_101,41,ra2,gories of thir,Categories of Personal Information Sold,DB_101_S211;DB_101_S232,C3PA_Dataset/Annotations/DB/101.csv
DB_101,42,ra2,d parties,Categories of Personal Information Shared / Disclosed,DB_101_S31;DB_101_S54;DB_101_S59;DB_101_S63;DB_101_S75;DB_101_S76;DB_101_S121;DB_101_S122;DB_101_S181;DB_101_S193;DB_101_S208;DB_101_S211;DB_101_S214;DB_101_S232,C3PA_Dataset/Annotations/DB/101.csv
DB_101,66,ra4,Cookies and Web Beacons,Categories of Personal Information Collected,DB_101_S41;DB_101_S42;DB_101_S43;DB_101_S44,C3PA_Dataset/Annotations/DB/101.csv
DB_101,70,ra4,"We may share Financial Data with business partners who assist us by performing core services (such as hosting, billing, fulfillment, or data storage and security) related to our operation of the Site",Categories of Personal Information Shared / Disclosed,DB_101_S60;DB_101_S209,C3PA_Dataset/Annotations/DB/101.csv
DB_102,27,ra2,II,Categories of Personal Information Collected,DB_102_S23;DB_102_S36;DB_102_S70;DB_102_S81;DB_102_S85;DB_102_S109;DB_102_S115,C3PA_Dataset/Annotations/DB/102.csv
DB_102,30,ra2,I,Categories of Personal Information Collected,DB_102_S1;DB_102_S2;DB_102_S3;DB_102_S4;DB_102_S5;DB_102_S7;DB_102_S8;DB_102_S9;DB_102_S10;DB_102_S11;DB_102_S12;DB_102_S13;DB_102_S14;DB_102_S15;DB_102_S16;DB_102_S17;DB_102_S18;DB_102_S19;DB_102_S20;DB_102_S21;DB_102_S22;DB_102_S23;DB_102_S24;DB_102_S25;DB_102_S26;DB_102_S27;DB_102_S28;DB_102_S29;DB_102_S30;DB_102_S31;DB_102_S32;DB_102_S33;DB_102_S34;DB_102_S35;DB_102_S36;DB_102_S37;DB_102_S38;DB_102_S39;DB_102_S40;DB_102_S41;DB_102_S42;DB_102_S43;DB_102_S44;DB_102_S45;DB_102_S46;DB_102_S47;DB_102_S48;DB_102_S49;DB_102_S50;DB_102_S51;DB_102_S53;DB_102_S54;DB_102_S55;DB_102_S56;DB_102_S57;DB_102_S59;DB_102_S60;DB_102_S61;DB_102_S62;DB_102_S63;DB_102_S64;DB_102_S65;DB_102_S66;DB_102_S67;DB_102_S68;DB_102_S69;DB_102_S70;DB_102_S71;DB_102_S72;DB_102_S73;DB_102_S74;DB_102_S75;DB_102_S76;DB_102_S77;DB_102_S78;DB_102_S79;DB_102_S80;DB_102_S81;DB_102_S82;DB_102_S83;DB_102_S84;DB_102_S85;DB_102_S86;DB_102_S87;DB_102_S88;DB_102_S89;DB_102_S90;DB_102_S91;DB_102_S92;DB_102_S93;DB_102_S94;DB_102_S95;DB_102_S96;DB_102_S97;DB_102_S98;DB_102_S99;DB_102_S100;DB_102_S101;DB_102_S102;DB_102_S103;DB_102_S104;DB_102_S105;DB_102_S106;DB_102_S107;DB_102_S108;DB_102_S109;DB_102_S110;DB_102_S111;DB_102_S112;DB_102_S113;DB_102_S114;DB_102_S115;DB_102_S116;DB_102_S117;DB_102_S118;DB_102_S119;DB_102_S120;DB_102_S121;DB_102_S122;DB_102_S123;DB_102_S125;DB_102_S126;DB_102_S127;DB_102_S128;DB_102_S129;DB_102_S130;DB_102_S131;DB_102_S132;DB_102_S133;DB_102_S134;DB_102_S135;DB_102_S136;DB_102_S137;DB_102_S138;DB_102_S139;DB_102_S141;DB_102_S142;DB_102_S143;DB_102_S144;DB_102_S145;DB_102_S146;DB_102_S147;DB_102_S148;DB_102_S149;DB_102_S150;DB_102_S152;DB_102_S153;DB_102_S154;DB_102_S155;DB_102_S156;DB_102_S157;DB_102_S158;DB_102_S159;DB_102_S160;DB_102_S161;DB_102_S162;DB_102_S163;DB_102_S164;DB_102_S165;DB_102_S166;DB_102_S167;DB_102_S168;DB_102_S169;DB_102_S170;DB_102_S171;DB_102_S172;DB_102_S173;DB_102_S174;DB_102_S175;DB_102_S176;DB_102_S177;DB_102_S178;DB_102_S179;DB_102_S180;DB_102_S181;DB_102_S182;DB_102_S183;DB_102_S184;DB_102_S185;DB_102_S186;DB_102_S187;DB_102_S188;DB_102_S189;DB_102_S190;DB_102_S191;DB_102_S192;DB_102_S193;DB_102_S194;DB_102_S197;DB_102_S198;DB_102_S199;DB_102_S203;DB_102_S204;DB_102_S205;DB_102_S206;DB_102_S208;DB_102_S209;DB_102_S211;DB_102_S212;DB_102_S214;DB_102_S215;DB_102_S217;DB_102_S218;DB_102_S220;DB_102_S221;DB_102_S222;DB_102_S223;DB_102_S225;DB_102_S226;DB_102_S227;DB_102_S228;DB_102_S230;DB_102_S233;DB_102_S234;DB_102_S235;DB_102_S236;DB_102_S238;DB_102_S239;DB_102_S241;DB_102_S242;DB_102_S244;DB_102_S247;DB_102_S248;DB_102_S249;DB_102_S253;DB_102_S255;DB_102_S258;DB_102_S260;DB_102_S262;DB_102_S263;DB_102_S264;DB_102_S265;DB_102_S266;DB_102_S267;DB_102_S268;DB_102_S269;DB_102_S270;DB_102_S271;DB_102_S272;DB_102_S273;DB_102_S276;DB_102_S280;DB_102_S281;DB_102_S290;DB_102_S292;DB_102_S293;DB_102_S294;DB_102_S295;DB_102_S296;DB_102_S297;DB_102_S298;DB_102_S299;DB_102_S300;DB_102_S301;DB_102_S302;DB_102_S303;DB_102_S304;DB_102_S305;DB_102_S306;DB_102_S307;DB_102_S308;DB_102_S309;DB_102_S310;DB_102_S311;DB_102_S312;DB_102_S313;DB_102_S314;DB_102_S315;DB_102_S316;DB_102_S317;DB_102_S318;DB_102_S319;DB_102_S320;DB_102_S321;DB_102_S322;DB_102_S323;DB_102_S324;DB_102_S325;DB_102_S326;DB_102_S327;DB_102_S328;DB_102_S329;DB_102_S330;DB_102_S331;DB_102_S332;DB_102_S333;DB_102_S334;DB_102_S335;DB_102_S336;DB_102_S337;DB_102_S338;DB_102_S339;DB_102_S340;DB_102_S341;DB_102_S342;DB_102_S343;DB_102_S344;DB_102_S346;DB_102_S347;DB_102_S348;DB_102_S349;DB_102_S350;DB_102_S351;DB_102_S352;DB_102_S354;DB_102_S355,C3PA_Dataset/Annotations/DB/102.csv
DB_102,40,ra2,Automatically co,Description of Right to Know PI Collected,DB_102_S26;DB_102_S31;DB_102_S121;DB_102_S125;DB_102_S129;DB_102_S133;DB_102_S137;DB_102_S141;DB_102_S145,C3PA_Dataset/Annotations/DB/102.csv
DB_102,41,ra2,Automatically co,Description of Right to Know PI sold / shared,DB_102_S26;DB_102_S31;DB_102_S121;DB_102_S125;DB_102_S129;DB_102_S133;DB_102_S137;DB_102_S141;DB_102_S145,C3PA_Dataset/Annotations/DB/102.csv
DB_102,42,ra2,Automatically co,Description of Right to Delete,DB_102_S26;DB_102_S31;DB_102_S121;DB_102_S125;DB_102_S129;DB_102_S133;DB_102_S137;DB_102_S141;DB_102_S145,C3PA_Dataset/Annotations/DB/102.csv
DB_102,43,ra2,Automatically co,Description of Right to Opt-out of sale of PI,DB_102_S26;DB_102_S31;DB_102_S121;DB_102_S125;DB_102_S129;DB_102_S133;DB_102_S137;DB_102_S141;DB_102_S145,C3PA_Dataset/Annotations/DB/102.csv
DB_102,44,ra2,Automatically co,Description of Right to Non-discrimination on exercising rights,DB_102_S26;DB_102_S31;DB_102_S121;DB_102_S125;DB_102_S129;DB_102_S133;DB_102_S137;DB_102_S141;DB_102_S145,C3PA_Dataset/Annotations/DB/102.csv
DB_102,55,ra2,"English
",Categories of Personal Information Shared / Disclosed,DB_102_S204;DB_102_S276,C3PA_Dataset/Annotations/DB/102.csv
DB_102,61,ra2,+,Methods to exercise rights,DB_102_S202;DB_102_S221;DB_102_S313;DB_102_S317;DB_102_S318;DB_102_S328;DB_102_S356,C3PA_Dataset/Annotations/DB/102.csv
DB_102,62,ra2,Automatica,Description of Right to Non-discrimination on exercising rights,DB_102_S25;DB_102_S26;DB_102_S31;DB_102_S121;DB_102_S125;DB_102_S129;DB_102_S133;DB_102_S137;DB_102_S141;DB_102_S145;DB_102_S223;DB_102_S228,C3PA_Dataset/Annotations/DB/102.csv
DB_103,81,ra5,"To exercise your rights, please refer to the How to Exercise Your Rights section below.",Methods to exercise rights,DB_103_S112;DB_103_S115;DB_103_S123;DB_103_S126;DB_103_S132;DB_103_S141,C3PA_Dataset/Annotations/DB/103.csv
DB_103,126,ra4,"To exercise your rights, please refer to the How to Exercise Your Rights section below.",Methods to exercise rights,DB_103_S112;DB_103_S115;DB_103_S123;DB_103_S126;DB_103_S132;DB_103_S141,C3PA_Dataset/Annotations/DB/103.csv
DB_103,135,ra4,How to Exercise Your Rights,Methods to exercise rights,DB_103_S112;DB_103_S115;DB_103_S123;DB_103_S126;DB_103_S132;DB_103_S141;DB_103_S144,C3PA_Dataset/Annotations/DB/103.csv
DB_104,17,ra3,We may use this information in our celebrity profiles : We publicly post celebrity information in their profiles.,Categories of Personal Information Shared / Disclosed,DB_104_S129;DB_104_S131;DB_104_S135;DB_104_S136,C3PA_Dataset/Annotations/DB/104.csv
DB_104,18,ra3,We may use this information in our celebrity profiles :,Categories of Personal Information Collected,DB_104_S129;DB_104_S131;DB_104_S135;DB_104_S136,C3PA_Dataset/Annotations/DB/104.csv
DB_105,37,ra2,es of the ,Categories of Personal Information Collected,DB_105_S85;DB_105_S160;DB_105_S174,C3PA_Dataset/Annotations/DB/105.csv
DB_105,46,ra2,Safe ,Categories of Personal Information Collected,DB_105_S68;DB_105_S165;DB_105_S166;DB_105_S167;DB_105_S171;DB_105_S172;DB_105_S173;DB_105_S176,C3PA_Dataset/Annotations/DB/105.csv
DB_105,47,ra2,Safe ,Categories of Personal Information Shared / Disclosed,DB_105_S68;DB_105_S165;DB_105_S166;DB_105_S167;DB_105_S171;DB_105_S172;DB_105_S173;DB_105_S176,C3PA_Dataset/Annotations/DB/105.csv
DB_105,48,ra2,Safe ,Categories of Personal Information Sold,DB_105_S68;DB_105_S165;DB_105_S166;DB_105_S167;DB_105_S171;DB_105_S172;DB_105_S173;DB_105_S176,C3PA_Dataset/Annotations/DB/105.csv
DB_105,58,ra2,A,Description of Right to Non-discrimination on exercising rights,DB_105_S1;DB_105_S2;DB_105_S3;DB_105_S4;DB_105_S5;DB_105_S6;DB_105_S7;DB_105_S8;DB_105_S10;DB_105_S11;DB_105_S12;DB_105_S13;DB_105_S14;DB_105_S15;DB_105_S16;DB_105_S17;DB_105_S18;DB_105_S19;DB_105_S20;DB_105_S21;DB_105_S22;DB_105_S23;DB_105_S25;DB_105_S26;DB_105_S28;DB_105_S29;DB_105_S30;DB_105_S32;DB_105_S34;DB_105_S35;DB_105_S36;DB_105_S37;DB_105_S38;DB_105_S39;DB_105_S40;DB_105_S41;DB_105_S42;DB_105_S43;DB_105_S45;DB_105_S46;DB_105_S47;DB_105_S48;DB_105_S49;DB_105_S50;DB_105_S51;DB_105_S52;DB_105_S53;DB_105_S54;DB_105_S55;DB_105_S56;DB_105_S57;DB_105_S59;DB_105_S60;DB_105_S61;DB_105_S62;DB_105_S63;DB_105_S64;DB_105_S65;DB_105_S66;DB_105_S67;DB_105_S68;DB_105_S69;DB_105_S70;DB_105_S71;DB_105_S72;DB_105_S73;DB_105_S74;DB_105_S75;DB_105_S76;DB_105_S77;DB_105_S78;DB_105_S80;DB_105_S81;DB_105_S82;DB_105_S83;DB_105_S84;DB_105_S85;DB_105_S86;DB_105_S87;DB_105_S88;DB_105_S89;DB_105_S90;DB_105_S91;DB_105_S92;DB_105_S93;DB_105_S94;DB_105_S95;DB_105_S96;DB_105_S97;DB_105_S98;DB_105_S99;DB_105_S100;DB_105_S101;DB_105_S102;DB_105_S103;DB_105_S104;DB_105_S106;DB_105_S107;DB_105_S108;DB_105_S109;DB_105_S110;DB_105_S111;DB_105_S112;DB_105_S113;DB_105_S115;DB_105_S117;DB_105_S118;DB_105_S119;DB_105_S120;DB_105_S121;DB_105_S123;DB_105_S125;DB_105_S126;DB_105_S128;DB_105_S129;DB_105_S130;DB_105_S131;DB_105_S132;DB_105_S134;DB_105_S136;DB_105_S137;DB_105_S138;DB_105_S139;DB_105_S140;DB_105_S141;DB_105_S142;DB_105_S143;DB_105_S144;DB_105_S145;DB_105_S146;DB_105_S147;DB_105_S148;DB_105_S149;DB_105_S150;DB_105_S151;DB_105_S152;DB_105_S153;DB_105_S154;DB_105_S155;DB_105_S156;DB_105_S157;DB_105_S158;DB_105_S159;DB_105_S160;DB_105_S161;DB_105_S162;DB_105_S163;DB_105_S164;DB_105_S165;DB_105_S166;DB_105_S167;DB_105_S168;DB_105_S169;DB_105_S171;DB_105_S172;DB_105_S173;DB_105_S174;DB_105_S175;DB_105_S176;DB_105_S177;DB_105_S178;DB_105_S179;DB_105_S180;DB_105_S181;DB_105_S182;DB_105_S183;DB_105_S184;DB_105_S185;DB_105_S186;DB_105_S187;DB_105_S189;DB_105_S190;DB_105_S192;DB_105_S195;DB_105_S196;DB_105_S198;DB_105_S199;DB_105_S200;DB_105_S201;DB_105_S202;DB_105_S203;DB_105_S205;DB_105_S206;DB_105_S208;DB_105_S209;DB_105_S210;DB_105_S211;DB_105_S214;DB_105_S219;DB_105_S220;DB_105_S221;DB_105_S223;DB_105_S225;DB_105_S227;DB_105_S228;DB_105_S229;DB_105_S231;DB_105_S235;DB_105_S236;DB_105_S237;DB_105_S239,C3PA_Dataset/Annotations/DB/105.csv
DB_105,64,ra2,C,Updated Privacy Policy,DB_105_S1;DB_105_S2;DB_105_S3;DB_105_S4;DB_105_S5;DB_105_S6;DB_105_S7;DB_105_S8;DB_105_S9;DB_105_S10;DB_105_S11;DB_105_S12;DB_105_S13;DB_105_S14;DB_105_S15;DB_105_S16;DB_105_S17;DB_105_S18;DB_105_S19;DB_105_S20;DB_105_S21;DB_105_S22;DB_105_S23;DB_105_S24;DB_105_S25;DB_105_S26;DB_105_S27;DB_105_S28;DB_105_S29;DB_105_S30;DB_105_S31;DB_105_S32;DB_105_S34;DB_105_S35;DB_105_S36;DB_105_S37;DB_105_S38;DB_105_S39;DB_105_S40;DB_105_S41;DB_105_S42;DB_105_S43;DB_105_S44;DB_105_S45;DB_105_S46;DB_105_S48;DB_105_S49;DB_105_S50;DB_105_S52;DB_105_S54;DB_105_S55;DB_105_S56;DB_105_S57;DB_105_S58;DB_105_S59;DB_105_S60;DB_105_S61;DB_105_S62;DB_105_S63;DB_105_S64;DB_105_S65;DB_105_S66;DB_105_S67;DB_105_S68;DB_105_S69;DB_105_S70;DB_105_S71;DB_105_S72;DB_105_S73;DB_105_S74;DB_105_S76;DB_105_S77;DB_105_S78;DB_105_S79;DB_105_S80;DB_105_S81;DB_105_S82;DB_105_S83;DB_105_S84;DB_105_S85;DB_105_S86;DB_105_S87;DB_105_S88;DB_105_S89;DB_105_S90;DB_105_S91;DB_105_S92;DB_105_S93;DB_105_S94;DB_105_S95;DB_105_S97;DB_105_S98;DB_105_S99;DB_105_S100;DB_105_S101;DB_105_S103;DB_105_S104;DB_105_S107;DB_105_S108;DB_105_S109;DB_105_S111;DB_105_S112;DB_105_S113;DB_105_S115;DB_105_S117;DB_105_S119;DB_105_S120;DB_105_S121;DB_105_S123;DB_105_S125;DB_105_S126;DB_105_S128;DB_105_S129;DB_105_S130;DB_105_S131;DB_105_S132;DB_105_S134;DB_105_S137;DB_105_S138;DB_105_S139;DB_105_S140;DB_105_S141;DB_105_S142;DB_105_S143;DB_105_S144;DB_105_S145;DB_105_S146;DB_105_S147;DB_105_S148;DB_105_S149;DB_105_S150;DB_105_S151;DB_105_S152;DB_105_S153;DB_105_S154;DB_105_S155;DB_105_S156;DB_105_S157;DB_105_S158;DB_105_S159;DB_105_S160;DB_105_S161;DB_105_S162;DB_105_S163;DB_105_S164;DB_105_S165;DB_105_S166;DB_105_S167;DB_105_S168;DB_105_S169;DB_105_S171;DB_105_S172;DB_105_S173;DB_105_S174;DB_105_S176;DB_105_S178;DB_105_S180;DB_105_S182;DB_105_S183;DB_105_S184;DB_105_S185;DB_105_S187;DB_105_S188;DB_105_S189;DB_105_S190;DB_105_S191;DB_105_S192;DB_105_S193;DB_105_S195;DB_105_S196;DB_105_S197;DB_105_S198;DB_105_S199;DB_105_S200;DB_105_S201;DB_105_S202;DB_105_S203;DB_105_S204;DB_105_S205;DB_105_S206;DB_105_S210;DB_105_S211;DB_105_S212;DB_105_S215;DB_105_S217;DB_105_S220;DB_105_S223;DB_105_S224;DB_105_S225;DB_105_S226;DB_105_S228;DB_105_S232;DB_105_S237;DB_105_S239;DB_105_S240,C3PA_Dataset/Annotations/DB/105.csv
DB_106,35,ra2,es of the ,Categories of Personal Information Collected,DB_106_S85;DB_106_S160;DB_106_S174,C3PA_Dataset/Annotations/DB/106.csv
DB_106,38,ra2,-,Categories of Personal Information Shared / Disclosed,DB_106_S19;DB_106_S20;DB_106_S72;DB_106_S95;DB_106_S146;DB_106_S149;DB_106_S159;DB_106_S160;DB_106_S173;DB_106_S193;DB_106_S198;DB_106_S214,C3PA_Dataset/Annotations/DB/106.csv
DB_106,54,ra2,If ,Methods to exercise rights,DB_106_S5;DB_106_S18;DB_106_S20;DB_106_S41;DB_106_S60;DB_106_S62;DB_106_S72;DB_106_S73;DB_106_S74;DB_106_S78;DB_106_S86;DB_106_S93;DB_106_S94;DB_106_S95;DB_106_S97;DB_106_S105;DB_106_S109;DB_106_S113;DB_106_S125;DB_106_S128;DB_106_S138;DB_106_S139;DB_106_S141;DB_106_S144;DB_106_S151;DB_106_S153;DB_106_S154;DB_106_S155;DB_106_S161;DB_106_S164;DB_106_S167;DB_106_S168;DB_106_S169;DB_106_S174;DB_106_S176;DB_106_S180;DB_106_S200;DB_106_S203;DB_106_S206,C3PA_Dataset/Annotations/DB/106.csv
