doc_id,sentence_id,sentence_text,verbatim_label,verbatim_labels,annotator_count,annotators,source_annotation_count,alignment_type,source_html,source_annotation_file
DB_1,DB_1_S22,"The usage data may include your IP address, geographical location, browser type and version, operating system, referral source, length of visit, page views and Site navigation paths, as well as information about the timing, frequency and pattern of your Services usage.",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S23,The source of the usage data is our analytics tracking system.,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S25,"The legal basis for this processing is your consent or our legitimate interests, namely monitoring and improving our Services.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,8,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S27,Account Data.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S28,We may process your account data (“account data”).,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S29,The account data may include your name and email address.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S30,The source of the account data is you.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S32,"The legal basis for this processing is your consent or our legitimate interests, namely monitoring and improving our Services.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,8,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S34,Profile Data.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S35,We may process your information included in your personal profile on our Site (“profile data”).,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S36,"The profile data may include your name, address, telephone number, email address, profile pictures, and company-related information.",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S38,"The legal basis for this processing is your consent or our legitimate interests, namely monitoring and improving our Services.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,8,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S40,Transaction Data.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S41,"We may process information relating to transactions, including purchases of Services, that you enter into with us and through the Services (“transaction data”).",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S42,"The transaction data may include first and last names, an email address to be used as a login, billing contact information, credit card number and a password.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S44,"The legal basis for this processing is the performance of a contract between you and us and taking steps, at your request, to enter into such a contract and our legitimate interests.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S46,Correspondence Data.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S47,We may process information contained in or relating to any communication that you send to us (“correspondence data”).,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S48,The correspondence data may include the communication content and metadata associated with the communication.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S49,Our Services will generate the metadata associated with communications made using the Site contact forms.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S51,"The legal basis for this processing is your consent or our legitimate interests, namely monitoring and improving our Services.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,8,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S53,Network Information.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S54,We may process information related to your network information (“network information”).,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S55,"The network information may include analytics information, cookies, log file information, and device identifiers; such as different third-party web analytics tools, web requests, IP address, browser type, referring / exit pages and URLs, number of clicks, how you interact with links on the Service, domain names, landing pages, pages viewed, universally unique identifier, and other related information.",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S57,"The legal basis for this processing is your consent or our legitimate interests, namely monitoring and improving our Service.",Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S125,SHARING OF PERSONAL DATA,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra2;ra3,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S126,"In addition to the specific situations discussed elsewhere in this Privacy Policy, Lead411 may share your Personal Data in the following circumstances:",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra2;ra3,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S132,"Lead411 will disclose your Personal Data where required to do so by law or subpoena or if we reasonably believe that such action is necessary to (a) comply with the law and the reasonable requests of law enforcement; (b) to enforce our Terms or to protect the security, quality or integrity of our Services; or (c) to exercise or protect the rights, property, or personal safety of Lead411, our Users, or others.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S133,"We may also disclose your Personal Data where such disclosure is necessary for the establishment, exercise or defense of legal claims, whether in court proceedings or in an administrative or out-of-court procedure.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S135,"We may disclose your Personal Data to one or more of those selected third-party providers of products or services on or linked from our Site, identified on our Site for the purpose of enabling them to provide you with products or Services.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S141,"We may jointly offer events, promotions, or any other product or service offerings with third party partners or our clients.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S142,The Personal Data that you submit through our Services may be combined and transmitted with the profile data related to your account.,Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S143,"Third party partners or clients may collect information directly from you, which may be combined with Personal Data disclosed by us.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S144,"If you decide to use our Services that are identified as a joint effort with a third party partner or client, the information that you provide may be shared with us and with that identified third party.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S148,"For more information about the purpose and scope of data collection and use in connection with such social networking site or a site’s integrated tools, please visit the privacy policies of the entities that provide these social networking sites.",Categories of Personal Information Shared / Disclosed,Categories of Personal Information Shared / Disclosed,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S174,YOUR CHOICES,Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S177,Access to Your Personal Data.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S178,You may request access to your Personal Data by contacting us as described below.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S179,We will grant you reasonable access to the data that we have about you as required by law.,Description of Right to Know PI Collected,Description of Right to Know PI Collected,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S181,Changes to Your Personal Data.,Description of Right to Correct Information,Description of Right to Correct Information,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S182,We rely on you to update and correct the Personal Data contained in your account.,Description of Right to Correct Information,Description of Right to Correct Information,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S183,We make every reasonable effort to promptly process all unsubscribe requests.,Description of Right to Correct Information,Description of Right to Correct Information,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S184,Note that we may keep historical information in our backup files as permitted by law.,Description of Right to Correct Information,Description of Right to Correct Information,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S187,Deletion of Your Personal Data.,Description of Right to Delete,Description of Right to Delete,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S188,"Following termination of your User account, Lead411 may retain your Personal Data for a commercially reasonable time for backup, archival, or audit purposes.",Description of Right to Delete,Description of Right to Delete,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S189,"For the avoidance of doubt, any Personal Data that you choose to make public on the Service may not be removable.",Description of Right to Delete,Description of Right to Delete,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S191,"We will grant a request to delete information as required by law, but you should note that in many situations we must keep your Personal Data to comply with our legal obligations, resolve disputes, enforce our agreements, or for another one of our business purposes.",Description of Right to Delete,Description of Right to Delete,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S192,"Except as provided above, we will delete, aggregate, or de-identify all of your Personal Data as described in this subsection within the timeframes required by law.",Description of Right to Delete,Description of Right to Delete,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S197,Opting Out of Collection of Personal Data for Tracking / Advertising.,Description of Right to Opt-out of sale of PI,Description of Right to Opt-out of sale of PI,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S206,To opt-out of all communications from Lead411 please use the following form – https://www.lead411.com/opt-out-of-lead411-communications/,Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S284,The CCPA provides the right to opt out from the sale of Personal Data to third parties.,Description of Right to Opt-out of sale of PI,Description of Right to Opt-out of sale of PI,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S286,"To opt-out of the sale of Personal Data, please send a request to the address found below.",Methods to exercise rights,Methods to exercise rights,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S287,"When contacting us, please indicate your name, address, email address, and what Personal Data you do not want us to share with our marketing partners.",Methods to exercise rights,Methods to exercise rights,3,ra1;ra2;ra3,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S321,What We May Need from You.,Methods to exercise rights,Methods to exercise rights,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S322,"When exercising your rights or otherwise assisting you, we may need to request specific information from you to help us confirm your identity.",Methods to exercise rights,Methods to exercise rights,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S323,This is a security measure to ensure we do not disclose Personal Data to any person who is not entitled to receive it.,Methods to exercise rights,Methods to exercise rights,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S324,We may also contact you to ask you for further information in relation to your request to speed up our response.,Methods to exercise rights,Methods to exercise rights,2,ra1;ra2,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S331,No Discrimination.,Description of Right to Non-discrimination on exercising rights,Description of Right to Non-discrimination on exercising rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S332,You will not be subject to discrimination as a result of exercising the rights described herein.,Description of Right to Non-discrimination on exercising rights,Description of Right to Non-discrimination on exercising rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S333,"In some cases, when you exercise one of your rights, we will be unable to comply with the request due to legal obligations or otherwise, or we will be unable to provide you certain Services.",Description of Right to Non-discrimination on exercising rights,Description of Right to Non-discrimination on exercising rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S334,These responses are not discrimination and our reasons for declining your request or ceasing Services will be provided at that time.,Description of Right to Non-discrimination on exercising rights,Description of Right to Non-discrimination on exercising rights,3,ra1;ra2;ra3,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S341,"If you have any questions or concerns about our Privacy Policy or any other privacy or security issue, please contact us at:",Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S343,Attn: Privacy Agent,Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S344,"1300 Walnut Street, Suite 20",Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S345,"Boulder, CO 80302",Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S346,Email: support@lead411.io,Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_1,DB_1_S347,"To exercise your choices or opt out rights as described in this Privacy Policy, please use the following web form: https://www.lead411.com/removeinforequest/",Methods to exercise rights,Methods to exercise rights,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/1.html,C3PA_Dataset/Annotations/DB/1.csv
DB_10,DB_10_S11,The CCPA provides the right to opt out from the sale of Personal Data to third parties.,Description of Right to Opt-out of sale of PI,Description of Right to Opt-out of sale of PI,3,ra2;ra3;ra4,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S14,Data that we collect:,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra4,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S15,"we receive information from and handles information on behalf of a wide variety of consumer-facing companies, applications and services, B2B companies and services, and data compilers and suppliers.",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra2;ra3;ra4,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S16,"We sometimes receive information through public sources, such as census data, court or county clerk, property or legal records and other public records.",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra2;ra3;ra4,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S17,This information may include:,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra2;ra3;ra4,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S18,"Identifying information such as first/last name, postal address, email address, telephone number, and gender;",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra2;ra3;ra4,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S19,"Information derived online, such as browser user agent/device information, IP addresses, from which we may infer geographic location.",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra2;ra3;ra4,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S23,IP addresses are not linked to personally identifiable information.,Categories of Personal Information Collected,Categories of Personal Information Collected,2,ra2;ra3,2,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_10,DB_10_S39,"If a user’s personally identifiable information changes (such as your zip code), or if a user no longer desires our service, we will endeavor to provide a way to correct, update that user’s personal data provided to us.",Description of Right to Correct Information,Description of Right to Correct Information,3,ra2;ra3;ra4,3,annotation_in_sentence;sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/10.html,C3PA_Dataset/Annotations/DB/10.csv
DB_100,DB_100_S2,"Effective Date: October 1, 2021",Updated Privacy Policy,Updated Privacy Policy,3,ra3;ra4;ra5,3,annotation_in_sentence,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S10,INFORMATION YOU PROVIDE TO US,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S11,We collect a variety of information that you provide directly to us.,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S12,"For example, we collect information from you through:",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S13,When you use our Services,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S14,"Requests or questions you submit to us via online forms, email, or otherwise",Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S15,When you sign up for our newsletter,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
DB_100,DB_100_S16,When our clients and partners provide us with information about you to analyze on their behalf,Categories of Personal Information Collected,Categories of Personal Information Collected,3,ra3;ra4;ra5,3,sentence_in_annotation_paragraph,C3PA_Dataset/Htmls/DB/100.html,C3PA_Dataset/Annotations/DB/100.csv
